ID,CUSTOMER_ID,ORDER_DATE,SHIP_DATE,SHIP_MODE
66583,39,2026-12-11,2026-12-14,Free Shipping
66584,1161,2026-12-11,2026-12-16,Free Shipping
66585,3162,2026-12-11,2026-12-16,Free Shipping
66586,381,2026-12-11,2026-12-12,Standard Shipping
66587,94,2026-12-11,2026-12-15,Free Shipping
66588,2437,2026-12-11,2026-12-11,Express Shipping
66589,1752,2026-12-11,2026-12-16,Free Shipping
66590,5613,2026-12-11,2026-12-15,Free Shipping
66591,1861,2026-12-11,2026-12-16,Free Shipping
66592,1393,2026-12-11,2026-12-11,Express Shipping
66593,3638,2026-12-11,2026-12-13,Standard Shipping
66594,469,2026-12-11,2026-12-15,Free Shipping
66595,4019,2026-12-11,2026-12-13,Standard Shipping
66596,1754,2026-12-11,2026-12-14,Free Shipping
66597,3641,2026-12-11,2026-12-16,Free Shipping
66598,2336,2026-12-11,2026-12-12,Standard Shipping
66599,4827,2026-12-11,2026-12-16,Free Shipping
66600,142,2026-12-11,2026-12-13,Standard Shipping
66601,5127,2026-12-11,2026-12-11,Express Shipping
66602,2044,2026-12-11,2026-12-13,Standard Shipping
66603,1158,2026-12-11,2026-12-11,Express Shipping
66604,2620,2026-12-11,2026-12-13,Standard Shipping
66605,1264,2026-12-11,2026-12-13,Standard Shipping
66606,2460,2026-12-11,2026-12-16,Free Shipping
66607,1412,2026-12-11,2026-12-15,Free Shipping
66608,5548,2026-12-11,2026-12-15,Free Shipping
66609,3897,2026-12-11,2026-12-13,Standard Shipping
66610,4068,2026-12-11,2026-12-15,Free Shipping
66611,2268,2026-12-11,2026-12-15,Free Shipping
66612,4131,2026-12-11,2026-12-14,Free Shipping
66613,4516,2026-12-11,2026-12-16,Free Shipping
66614,3113,2026-12-11,2026-12-13,Standard Shipping
66615,5322,2026-12-11,2026-12-12,Standard Shipping
66616,1853,2026-12-11,2026-12-13,Standard Shipping
66617,5286,2026-12-11,2026-12-13,Standard Shipping
66618,3162,2026-12-11,2026-12-13,Standard Shipping
66619,4094,2026-12-11,2026-12-14,Free Shipping
66620,1555,2026-12-11,2026-12-15,Free Shipping
66621,4951,2026-12-11,2026-12-13,Standard Shipping
66622,141,2026-12-11,2026-12-13,Standard Shipping
66623,1719,2026-12-11,2026-12-12,Standard Shipping
66624,1392,2026-12-11,2026-12-13,Standard Shipping
66625,679,2026-12-11,2026-12-13,Standard Shipping
66626,3353,2026-12-11,2026-12-12,Standard Shipping
66627,3364,2026-12-11,2026-12-11,Express Shipping
66628,1633,2026-12-11,2026-12-12,Standard Shipping
66629,5518,2026-12-11,2026-12-16,Free Shipping
66630,3536,2026-12-11,2026-12-15,Free Shipping
66631,1304,2026-12-11,2026-12-16,Free Shipping
66632,4083,2026-12-11,2026-12-14,Free Shipping
66633,2867,2026-12-11,2026-12-15,Free Shipping
66634,844,2026-12-11,2026-12-13,Standard Shipping
66635,2680,2026-12-11,2026-12-12,Standard Shipping
66636,4836,2026-12-11,2026-12-13,Standard Shipping
66637,89,2026-12-11,2026-12-16,Free Shipping
66638,4019,2026-12-11,2026-12-14,Free Shipping
66639,1684,2026-12-11,2026-12-14,Free Shipping
66640,3509,2026-12-11,2026-12-13,Standard Shipping
66641,835,2026-12-11,2026-12-11,Express Shipping
66642,1419,2026-12-11,2026-12-15,Free Shipping
66643,5184,2026-12-11,2026-12-11,Express Shipping
66644,2325,2026-12-11,2026-12-11,Express Shipping
66645,555,2026-12-11,2026-12-12,Standard Shipping
66646,1197,2026-12-11,2026-12-12,Standard Shipping
66647,782,2026-12-11,2026-12-16,Free Shipping
66648,3054,2026-12-11,2026-12-11,Express Shipping
66649,1789,2026-12-11,2026-12-13,Standard Shipping
66650,53,2026-12-11,2026-12-11,Express Shipping
66651,3719,2026-12-11,2026-12-12,Standard Shipping
66652,1459,2026-12-11,2026-12-16,Free Shipping
66653,1408,2026-12-11,2026-12-14,Free Shipping
66654,4565,2026-12-11,2026-12-13,Standard Shipping
66655,3357,2026-12-11,2026-12-15,Free Shipping
66656,386,2026-12-11,2026-12-16,Free Shipping
66657,672,2026-12-11,2026-12-12,Standard Shipping
66658,4007,2026-12-11,2026-12-15,Free Shipping
66659,3940,2026-12-11,2026-12-12,Standard Shipping
66660,1509,2026-12-11,2026-12-15,Free Shipping
66661,2447,2026-12-11,2026-12-12,Standard Shipping
66662,225,2026-12-11,2026-12-12,Standard Shipping
66663,103,2026-12-11,2026-12-16,Free Shipping
66664,3477,2026-12-11,2026-12-12,Standard Shipping
66665,1193,2026-12-11,2026-12-11,Express Shipping
66667,4514,2026-12-11,2026-12-12,Standard Shipping
66668,1892,2026-12-11,2026-12-14,Free Shipping
66669,5615,2026-12-11,2026-12-11,Express Shipping
66670,3609,2026-12-11,2026-12-16,Free Shipping
66671,3370,2026-12-11,2026-12-12,Standard Shipping
66672,2683,2026-12-11,2026-12-14,Free Shipping
66673,1364,2026-12-11,2026-12-11,Express Shipping
66674,5264,2026-12-11,2026-12-15,Free Shipping
66675,5104,2026-12-11,2026-12-11,Express Shipping
66676,2653,2026-12-11,2026-12-15,Free Shipping
66677,3337,2026-12-11,2026-12-14,Free Shipping
66678,2128,2026-12-11,2026-12-11,Express Shipping
66679,4637,2026-12-11,2026-12-12,Standard Shipping
66680,4465,2026-12-11,2026-12-14,Free Shipping
66681,2796,2026-12-11,2026-12-11,Express Shipping
66682,5140,2026-12-11,2026-12-11,Express Shipping
66683,5362,2026-12-11,2026-12-13,Standard Shipping
66684,2169,2026-12-11,2026-12-14,Free Shipping
66685,143,2026-12-11,2026-12-15,Free Shipping
66686,3482,2026-12-11,2026-12-13,Standard Shipping
66687,1275,2026-12-11,2026-12-11,Express Shipping
66688,3106,2026-12-11,2026-12-11,Express Shipping
66689,2525,2026-12-11,2026-12-11,Express Shipping
66690,453,2026-12-11,2026-12-13,Standard Shipping
66691,2439,2026-12-11,2026-12-12,Standard Shipping
66692,2505,2026-12-11,2026-12-13,Standard Shipping
66693,3385,2026-12-11,2026-12-16,Free Shipping
66694,703,2026-12-11,2026-12-15,Free Shipping
66695,2020,2026-12-11,2026-12-16,Free Shipping
66696,3040,2026-12-11,2026-12-16,Free Shipping
66697,4225,2026-12-11,2026-12-16,Free Shipping
66698,1101,2026-12-11,2026-12-14,Free Shipping
66699,228,2026-12-11,2026-12-16,Free Shipping
66700,1393,2026-12-11,2026-12-11,Express Shipping
66701,2899,2026-12-11,2026-12-16,Free Shipping
66702,4287,2026-12-11,2026-12-16,Free Shipping
66703,2840,2026-12-11,2026-12-15,Free Shipping
66704,5369,2026-12-11,2026-12-12,Standard Shipping
66705,4992,2026-12-11,2026-12-15,Free Shipping
66706,3386,2026-12-11,2026-12-12,Standard Shipping
66707,4949,2026-12-11,2026-12-16,Free Shipping
66708,2840,2026-12-11,2026-12-14,Free Shipping
66709,291,2026-12-12,2026-12-15,Free Shipping
66710,557,2026-12-12,2026-12-17,Free Shipping
66711,5510,2026-12-12,2026-12-13,Standard Shipping
66712,972,2026-12-12,2026-12-16,Free Shipping
66713,5346,2026-12-12,2026-12-13,Standard Shipping
66714,1326,2026-12-12,2026-12-13,Standard Shipping
66715,142,2026-12-12,2026-12-13,Standard Shipping
66716,4617,2026-12-12,2026-12-12,Express Shipping
66717,2445,2026-12-12,2026-12-14,Standard Shipping
66718,2590,2026-12-12,2026-12-15,Free Shipping
66719,2482,2026-12-12,2026-12-17,Free Shipping
66720,3260,2026-12-12,2026-12-16,Free Shipping
66721,5510,2026-12-12,2026-12-15,Free Shipping
66722,2652,2026-12-12,2026-12-16,Free Shipping
66723,2032,2026-12-12,2026-12-14,Standard Shipping
66724,5412,2026-12-12,2026-12-14,Standard Shipping
66725,1796,2026-12-12,2026-12-12,Express Shipping
66726,4125,2026-12-12,2026-12-13,Standard Shipping
66727,2803,2026-12-12,2026-12-14,Standard Shipping
66728,735,2026-12-12,2026-12-13,Standard Shipping
66729,1646,2026-12-12,2026-12-13,Standard Shipping
66730,382,2026-12-12,2026-12-13,Standard Shipping
66731,20,2026-12-12,2026-12-15,Free Shipping
66732,4732,2026-12-12,2026-12-12,Express Shipping
66733,3921,2026-12-12,2026-12-17,Free Shipping
66734,2149,2026-12-12,2026-12-15,Free Shipping
66735,521,2026-12-12,2026-12-17,Free Shipping
66736,1690,2026-12-12,2026-12-13,Standard Shipping
66737,2439,2026-12-12,2026-12-15,Free Shipping
66738,2513,2026-12-12,2026-12-14,Standard Shipping
66739,5441,2026-12-12,2026-12-15,Free Shipping
66740,4676,2026-12-12,2026-12-16,Free Shipping
66741,4988,2026-12-12,2026-12-15,Free Shipping
66742,313,2026-12-12,2026-12-13,Standard Shipping
66743,1719,2026-12-12,2026-12-15,Free Shipping
66744,2030,2026-12-12,2026-12-14,Standard Shipping
66745,3352,2026-12-12,2026-12-12,Express Shipping
66746,3098,2026-12-12,2026-12-13,Standard Shipping
66747,957,2026-12-12,2026-12-13,Standard Shipping
66748,4181,2026-12-12,2026-12-14,Standard Shipping
66749,1782,2026-12-12,2026-12-12,Express Shipping
66750,2803,2026-12-12,2026-12-14,Standard Shipping
66751,2514,2026-12-12,2026-12-12,Express Shipping
66753,1114,2026-12-12,2026-12-15,Free Shipping
66754,1126,2026-12-12,2026-12-16,Free Shipping
66755,2587,2026-12-12,2026-12-16,Free Shipping
66756,3353,2026-12-12,2026-12-17,Free Shipping
66757,1654,2026-12-12,2026-12-14,Standard Shipping
66758,746,2026-12-12,2026-12-16,Free Shipping
66759,2193,2026-12-12,2026-12-13,Standard Shipping
66760,1018,2026-12-12,2026-12-17,Free Shipping
66761,2888,2026-12-12,2026-12-14,Standard Shipping
66762,3689,2026-12-12,2026-12-14,Standard Shipping
66763,300,2026-12-12,2026-12-12,Express Shipping
66764,5178,2026-12-12,2026-12-15,Free Shipping
66765,4726,2026-12-12,2026-12-14,Standard Shipping
66766,1557,2026-12-12,2026-12-16,Free Shipping
66767,3063,2026-12-12,2026-12-15,Free Shipping
66768,5178,2026-12-12,2026-12-15,Free Shipping
66769,1557,2026-12-12,2026-12-15,Free Shipping
66770,1947,2026-12-12,2026-12-17,Free Shipping
66772,4442,2026-12-12,2026-12-13,Standard Shipping
66773,709,2026-12-12,2026-12-15,Free Shipping
66774,2725,2026-12-12,2026-12-16,Free Shipping
66775,1715,2026-12-12,2026-12-12,Express Shipping
66776,953,2026-12-12,2026-12-14,Standard Shipping
66777,4142,2026-12-12,2026-12-12,Express Shipping
66778,2809,2026-12-12,2026-12-15,Free Shipping
66779,1578,2026-12-12,2026-12-14,Standard Shipping
66780,1723,2026-12-12,2026-12-16,Free Shipping
66781,3281,2026-12-12,2026-12-14,Standard Shipping
66782,2547,2026-12-12,2026-12-13,Standard Shipping
66783,3731,2026-12-12,2026-12-14,Standard Shipping
66784,3266,2026-12-12,2026-12-17,Free Shipping
66785,5510,2026-12-12,2026-12-16,Free Shipping
66786,2275,2026-12-12,2026-12-17,Free Shipping
66787,3668,2026-12-12,2026-12-17,Free Shipping
66788,4665,2026-12-12,2026-12-12,Express Shipping
66789,4684,2026-12-12,2026-12-16,Free Shipping
66790,4238,2026-12-12,2026-12-17,Free Shipping
66791,1768,2026-12-12,2026-12-12,Express Shipping
66792,428,2026-12-12,2026-12-13,Standard Shipping
66793,665,2026-12-12,2026-12-12,Express Shipping
66794,3130,2026-12-12,2026-12-17,Free Shipping
66795,3508,2026-12-12,2026-12-13,Standard Shipping
66796,141,2026-12-12,2026-12-15,Free Shipping
66797,113,2026-12-12,2026-12-16,Free Shipping
66798,149,2026-12-12,2026-12-14,Standard Shipping
66799,4403,2026-12-12,2026-12-17,Free Shipping
66800,1161,2026-12-12,2026-12-12,Express Shipping
66801,4841,2026-12-12,2026-12-12,Express Shipping
66802,305,2026-12-12,2026-12-15,Free Shipping
66803,2995,2026-12-12,2026-12-12,Express Shipping
66804,4841,2026-12-12,2026-12-17,Free Shipping
66805,358,2026-12-12,2026-12-15,Free Shipping
66806,2683,2026-12-12,2026-12-12,Express Shipping
66807,1986,2026-12-12,2026-12-17,Free Shipping
66808,349,2026-12-12,2026-12-15,Free Shipping
66809,490,2026-12-12,2026-12-17,Free Shipping
66810,456,2026-12-12,2026-12-15,Free Shipping
66811,3266,2026-12-12,2026-12-15,Free Shipping
66812,4120,2026-12-12,2026-12-16,Free Shipping
66813,760,2026-12-12,2026-12-14,Standard Shipping
66814,2543,2026-12-12,2026-12-15,Free Shipping
66815,2941,2026-12-12,2026-12-14,Standard Shipping
66816,2290,2026-12-12,2026-12-13,Standard Shipping
66817,2340,2026-12-12,2026-12-14,Standard Shipping
66818,901,2026-12-12,2026-12-13,Standard Shipping
66819,5544,2026-12-12,2026-12-13,Standard Shipping
66820,604,2026-12-12,2026-12-12,Express Shipping
66821,3856,2026-12-12,2026-12-15,Free Shipping
66822,294,2026-12-12,2026-12-15,Free Shipping
66823,2847,2026-12-12,2026-12-16,Free Shipping
66824,2902,2026-12-12,2026-12-17,Free Shipping
66825,1060,2026-12-12,2026-12-16,Free Shipping
66826,268,2026-12-13,2026-12-18,Free Shipping
66827,654,2026-12-13,2026-12-14,Standard Shipping
66828,4984,2026-12-13,2026-12-17,Free Shipping
66829,401,2026-12-13,2026-12-16,Free Shipping
66830,1368,2026-12-13,2026-12-17,Free Shipping
66831,5098,2026-12-13,2026-12-14,Standard Shipping
66832,3856,2026-12-13,2026-12-17,Free Shipping
66833,1828,2026-12-13,2026-12-15,Standard Shipping
66834,2218,2026-12-13,2026-12-18,Free Shipping
66835,3586,2026-12-13,2026-12-15,Standard Shipping
66836,4137,2026-12-13,2026-12-16,Free Shipping
66837,670,2026-12-13,2026-12-16,Free Shipping
66838,3384,2026-12-13,2026-12-13,Express Shipping
66839,4728,2026-12-13,2026-12-16,Free Shipping
66840,3044,2026-12-13,2026-12-17,Free Shipping
66842,4540,2026-12-13,2026-12-18,Free Shipping
66843,513,2026-12-13,2026-12-17,Free Shipping
66844,5136,2026-12-13,2026-12-13,Express Shipping
66845,5425,2026-12-13,2026-12-14,Standard Shipping
66846,149,2026-12-13,2026-12-17,Free Shipping
66847,2647,2026-12-13,2026-12-18,Free Shipping
66848,442,2026-12-13,2026-12-16,Free Shipping
66849,4038,2026-12-13,2026-12-15,Standard Shipping
66850,94,2026-12-13,2026-12-17,Free Shipping
66851,3517,2026-12-13,2026-12-14,Standard Shipping
66852,3005,2026-12-13,2026-12-17,Free Shipping
66853,666,2026-12-13,2026-12-16,Free Shipping
66854,2651,2026-12-13,2026-12-17,Free Shipping
66855,406,2026-12-13,2026-12-13,Express Shipping
66856,4701,2026-12-13,2026-12-13,Express Shipping
66857,468,2026-12-13,2026-12-18,Free Shipping
66858,46,2026-12-13,2026-12-15,Standard Shipping
66859,5441,2026-12-13,2026-12-13,Express Shipping
66860,4275,2026-12-13,2026-12-13,Express Shipping
66861,1208,2026-12-13,2026-12-18,Free Shipping
66862,3536,2026-12-13,2026-12-17,Free Shipping
66863,1991,2026-12-13,2026-12-15,Standard Shipping
66864,2149,2026-12-13,2026-12-15,Standard Shipping
66865,735,2026-12-13,2026-12-13,Express Shipping
66866,1828,2026-12-13,2026-12-16,Free Shipping
66867,806,2026-12-13,2026-12-15,Standard Shipping
66868,467,2026-12-13,2026-12-18,Free Shipping
66869,4218,2026-12-13,2026-12-17,Free Shipping
66870,1930,2026-12-13,2026-12-15,Standard Shipping
66871,2458,2026-12-13,2026-12-15,Standard Shipping
66872,3808,2026-12-13,2026-12-13,Express Shipping
66873,3490,2026-12-13,2026-12-16,Free Shipping
66874,3851,2026-12-13,2026-12-14,Standard Shipping
66875,3528,2026-12-13,2026-12-18,Free Shipping
66876,582,2026-12-13,2026-12-14,Standard Shipping
66877,1255,2026-12-13,2026-12-13,Express Shipping
66878,2187,2026-12-13,2026-12-17,Free Shipping
66879,1995,2026-12-13,2026-12-16,Free Shipping
66880,3305,2026-12-13,2026-12-16,Free Shipping
66881,754,2026-12-13,2026-12-16,Free Shipping
66882,3856,2026-12-13,2026-12-17,Free Shipping
66883,2705,2026-12-13,2026-12-14,Standard Shipping
66884,2460,2026-12-13,2026-12-15,Standard Shipping
66885,4139,2026-12-13,2026-12-15,Standard Shipping
66886,2481,2026-12-13,2026-12-18,Free Shipping
66887,1612,2026-12-13,2026-12-14,Standard Shipping
66888,535,2026-12-13,2026-12-18,Free Shipping
66889,260,2026-12-13,2026-12-16,Free Shipping
66890,4514,2026-12-13,2026-12-14,Standard Shipping
66891,555,2026-12-13,2026-12-18,Free Shipping
66892,4508,2026-12-13,2026-12-14,Standard Shipping
66893,5087,2026-12-13,2026-12-14,Standard Shipping
66894,1408,2026-12-13,2026-12-17,Free Shipping
66895,2441,2026-12-13,2026-12-16,Free Shipping
66896,4726,2026-12-13,2026-12-18,Free Shipping
66897,5380,2026-12-13,2026-12-15,Standard Shipping
66898,4567,2026-12-13,2026-12-13,Express Shipping
66899,5380,2026-12-13,2026-12-16,Free Shipping
66900,696,2026-12-13,2026-12-17,Free Shipping
66901,2813,2026-12-13,2026-12-14,Standard Shipping
66902,4442,2026-12-13,2026-12-14,Standard Shipping
66903,4141,2026-12-13,2026-12-17,Free Shipping
66904,2868,2026-12-13,2026-12-15,Standard Shipping
66905,231,2026-12-13,2026-12-17,Free Shipping
66906,1586,2026-12-13,2026-12-15,Standard Shipping
66907,1158,2026-12-13,2026-12-17,Free Shipping
66908,3641,2026-12-13,2026-12-18,Free Shipping
66909,5480,2026-12-13,2026-12-17,Free Shipping
66910,4154,2026-12-13,2026-12-13,Express Shipping
66911,5480,2026-12-13,2026-12-17,Free Shipping
66912,4203,2026-12-13,2026-12-18,Free Shipping
66913,1091,2026-12-13,2026-12-14,Standard Shipping
66914,4430,2026-12-13,2026-12-18,Free Shipping
66915,1166,2026-12-13,2026-12-13,Express Shipping
66916,2232,2026-12-13,2026-12-14,Standard Shipping
66917,3023,2026-12-13,2026-12-17,Free Shipping
66918,3560,2026-12-13,2026-12-16,Free Shipping
66919,5199,2026-12-13,2026-12-13,Express Shipping
66920,4644,2026-12-13,2026-12-18,Free Shipping
66921,4565,2026-12-13,2026-12-13,Express Shipping
66922,2146,2026-12-13,2026-12-14,Standard Shipping
66923,1748,2026-12-13,2026-12-17,Free Shipping
66924,427,2026-12-13,2026-12-18,Free Shipping
66925,234,2026-12-13,2026-12-13,Express Shipping
66926,4329,2026-12-13,2026-12-16,Free Shipping
66927,2656,2026-12-13,2026-12-17,Free Shipping
66928,3576,2026-12-13,2026-12-17,Free Shipping
66929,4550,2026-12-13,2026-12-16,Free Shipping
66930,1582,2026-12-13,2026-12-15,Standard Shipping
66931,4902,2026-12-13,2026-12-17,Free Shipping
66932,5029,2026-12-13,2026-12-14,Standard Shipping
66933,214,2026-12-13,2026-12-17,Free Shipping
66934,3578,2026-12-13,2026-12-13,Express Shipping
66935,3058,2026-12-13,2026-12-16,Free Shipping
66936,3453,2026-12-13,2026-12-14,Standard Shipping
66937,5148,2026-12-13,2026-12-16,Free Shipping
66938,5535,2026-12-13,2026-12-18,Free Shipping
66939,5197,2026-12-13,2026-12-15,Standard Shipping
66940,1654,2026-12-13,2026-12-15,Standard Shipping
66941,1393,2026-12-13,2026-12-15,Standard Shipping
66942,1478,2026-12-13,2026-12-15,Standard Shipping
66943,1654,2026-12-13,2026-12-15,Standard Shipping
66944,2588,2026-12-13,2026-12-18,Free Shipping
66945,1555,2026-12-13,2026-12-17,Free Shipping
66946,5005,2026-12-13,2026-12-14,Standard Shipping
66947,4523,2026-12-13,2026-12-14,Standard Shipping
66948,3381,2026-12-13,2026-12-16,Free Shipping
66949,3772,2026-12-13,2026-12-18,Free Shipping
66950,2684,2026-12-13,2026-12-14,Standard Shipping
66951,813,2026-12-13,2026-12-15,Standard Shipping
66952,1734,2026-12-13,2026-12-13,Express Shipping
66953,3763,2026-12-13,2026-12-16,Free Shipping
66954,4716,2026-12-13,2026-12-15,Standard Shipping
66955,4017,2026-12-13,2026-12-13,Express Shipping
66956,631,2026-12-13,2026-12-13,Express Shipping
66957,1819,2026-12-13,2026-12-16,Free Shipping
66958,1734,2026-12-13,2026-12-13,Express Shipping
66959,537,2026-12-13,2026-12-13,Express Shipping
66960,1638,2026-12-13,2026-12-13,Express Shipping
66961,5608,2026-12-13,2026-12-13,Express Shipping
66962,1393,2026-12-13,2026-12-17,Free Shipping
66963,1633,2026-12-13,2026-12-13,Express Shipping
66964,747,2026-12-13,2026-12-17,Free Shipping
66965,4158,2026-12-13,2026-12-15,Standard Shipping
66966,4735,2026-12-13,2026-12-16,Free Shipping
66967,1633,2026-12-13,2026-12-13,Express Shipping
66968,2147,2026-12-13,2026-12-18,Free Shipping
66969,1376,2026-12-14,2026-12-14,Express Shipping
66970,701,2026-12-14,2026-12-15,Standard Shipping
66971,3054,2026-12-14,2026-12-17,Free Shipping
66972,805,2026-12-14,2026-12-14,Express Shipping
66973,4264,2026-12-14,2026-12-14,Express Shipping
66974,4022,2026-12-14,2026-12-14,Express Shipping
66975,1459,2026-12-14,2026-12-15,Standard Shipping
66976,2861,2026-12-14,2026-12-16,Standard Shipping
66977,223,2026-12-14,2026-12-14,Express Shipping
66978,535,2026-12-14,2026-12-18,Free Shipping
66979,2523,2026-12-14,2026-12-14,Express Shipping
66980,3689,2026-12-14,2026-12-16,Standard Shipping
66981,4698,2026-12-14,2026-12-19,Free Shipping
66982,146,2026-12-14,2026-12-19,Free Shipping
66983,1663,2026-12-14,2026-12-14,Express Shipping
66985,3357,2026-12-14,2026-12-17,Free Shipping
66986,975,2026-12-14,2026-12-18,Free Shipping
66987,2665,2026-12-14,2026-12-15,Standard Shipping
66988,1612,2026-12-14,2026-12-19,Free Shipping
66989,2376,2026-12-14,2026-12-16,Standard Shipping
66991,4403,2026-12-14,2026-12-18,Free Shipping
66992,2647,2026-12-14,2026-12-15,Standard Shipping
66993,4117,2026-12-14,2026-12-16,Standard Shipping
66994,2831,2026-12-14,2026-12-19,Free Shipping
66995,2740,2026-12-14,2026-12-15,Standard Shipping
66996,5424,2026-12-14,2026-12-15,Standard Shipping
66997,1995,2026-12-14,2026-12-19,Free Shipping
66998,1841,2026-12-14,2026-12-19,Free Shipping
66999,5133,2026-12-14,2026-12-16,Standard Shipping
67000,1739,2026-12-14,2026-12-17,Free Shipping
67001,4161,2026-12-14,2026-12-18,Free Shipping
67002,4619,2026-12-14,2026-12-15,Standard Shipping
67003,5610,2026-12-14,2026-12-16,Standard Shipping
67004,4799,2026-12-14,2026-12-14,Express Shipping
67005,1746,2026-12-14,2026-12-17,Free Shipping
67006,1599,2026-12-14,2026-12-15,Standard Shipping
67007,3471,2026-12-14,2026-12-16,Standard Shipping
67008,3353,2026-12-14,2026-12-17,Free Shipping
67009,5270,2026-12-14,2026-12-19,Free Shipping
67010,1836,2026-12-14,2026-12-15,Standard Shipping
67011,1679,2026-12-14,2026-12-19,Free Shipping
67012,1995,2026-12-14,2026-12-14,Express Shipping
67013,3016,2026-12-14,2026-12-15,Standard Shipping
67014,2110,2026-12-14,2026-12-18,Free Shipping
67015,4558,2026-12-14,2026-12-16,Standard Shipping
67016,3602,2026-12-14,2026-12-15,Standard Shipping
67017,2668,2026-12-14,2026-12-14,Express Shipping
67018,3417,2026-12-14,2026-12-19,Free Shipping
67019,3509,2026-12-14,2026-12-18,Free Shipping
67020,631,2026-12-14,2026-12-14,Express Shipping
67021,748,2026-12-14,2026-12-17,Free Shipping
67022,2653,2026-12-14,2026-12-18,Free Shipping
67023,2021,2026-12-14,2026-12-15,Standard Shipping
67024,3329,2026-12-14,2026-12-17,Free Shipping
67025,161,2026-12-14,2026-12-17,Free Shipping
67026,2094,2026-12-14,2026-12-17,Free Shipping
67027,5231,2026-12-14,2026-12-19,Free Shipping
67028,587,2026-12-14,2026-12-19,Free Shipping
67029,1654,2026-12-14,2026-12-14,Express Shipping
67030,2110,2026-12-14,2026-12-16,Standard Shipping
67031,4510,2026-12-14,2026-12-16,Standard Shipping
67032,1255,2026-12-14,2026-12-18,Free Shipping
67033,5254,2026-12-14,2026-12-14,Express Shipping
67034,1919,2026-12-14,2026-12-18,Free Shipping
67035,1974,2026-12-14,2026-12-15,Standard Shipping
67036,4374,2026-12-14,2026-12-16,Standard Shipping
67037,1789,2026-12-14,2026-12-19,Free Shipping
67038,145,2026-12-14,2026-12-17,Free Shipping
67039,1767,2026-12-14,2026-12-16,Standard Shipping
67040,3406,2026-12-14,2026-12-17,Free Shipping
67041,1523,2026-12-14,2026-12-17,Free Shipping
67042,3668,2026-12-14,2026-12-16,Standard Shipping
67043,1947,2026-12-14,2026-12-19,Free Shipping
67044,5093,2026-12-14,2026-12-18,Free Shipping
67045,44,2026-12-14,2026-12-17,Free Shipping
67046,2813,2026-12-14,2026-12-15,Standard Shipping
67047,2165,2026-12-14,2026-12-18,Free Shipping
67048,2789,2026-12-14,2026-12-14,Express Shipping
67049,2988,2026-12-14,2026-12-18,Free Shipping
67050,1861,2026-12-14,2026-12-15,Standard Shipping
67051,3040,2026-12-14,2026-12-18,Free Shipping
67052,3040,2026-12-14,2026-12-19,Free Shipping
67053,5587,2026-12-14,2026-12-16,Standard Shipping
67054,3707,2026-12-14,2026-12-14,Express Shipping
67055,4095,2026-12-14,2026-12-19,Free Shipping
67056,4095,2026-12-14,2026-12-17,Free Shipping
67057,395,2026-12-14,2026-12-18,Free Shipping
67058,3609,2026-12-14,2026-12-15,Standard Shipping
67059,4830,2026-12-14,2026-12-17,Free Shipping
67060,4019,2026-12-14,2026-12-17,Free Shipping
67061,1196,2026-12-14,2026-12-14,Express Shipping
67062,145,2026-12-14,2026-12-17,Free Shipping
67063,447,2026-12-14,2026-12-15,Standard Shipping
67064,5093,2026-12-14,2026-12-18,Free Shipping
67065,1075,2026-12-14,2026-12-16,Standard Shipping
67066,4284,2026-12-14,2026-12-14,Express Shipping
67067,5435,2026-12-14,2026-12-19,Free Shipping
67068,3400,2026-12-14,2026-12-14,Express Shipping
67069,2011,2026-12-14,2026-12-15,Standard Shipping
67070,1578,2026-12-14,2026-12-16,Standard Shipping
67071,5474,2026-12-14,2026-12-16,Standard Shipping
67072,4301,2026-12-14,2026-12-15,Standard Shipping
67073,1663,2026-12-14,2026-12-18,Free Shipping
67074,782,2026-12-14,2026-12-19,Free Shipping
67075,2843,2026-12-14,2026-12-17,Free Shipping
67076,3374,2026-12-14,2026-12-17,Free Shipping
67077,1395,2026-12-14,2026-12-18,Free Shipping
67078,2487,2026-12-14,2026-12-14,Express Shipping
67079,2673,2026-12-14,2026-12-15,Standard Shipping
67080,5380,2026-12-14,2026-12-14,Express Shipping
67081,145,2026-12-14,2026-12-17,Free Shipping
67082,1258,2026-12-14,2026-12-18,Free Shipping
67083,5024,2026-12-14,2026-12-17,Free Shipping
67084,3510,2026-12-14,2026-12-14,Express Shipping
67085,4731,2026-12-14,2026-12-16,Standard Shipping
67086,386,2026-12-14,2026-12-14,Express Shipping
67087,406,2026-12-14,2026-12-17,Free Shipping
67088,309,2026-12-14,2026-12-19,Free Shipping
67089,2843,2026-12-14,2026-12-18,Free Shipping
67090,5435,2026-12-14,2026-12-15,Standard Shipping
67091,1985,2026-12-14,2026-12-17,Free Shipping
67092,4830,2026-12-15,2026-12-17,Standard Shipping
67093,4834,2026-12-15,2026-12-19,Free Shipping
67094,4255,2026-12-15,2026-12-15,Express Shipping
67095,2110,2026-12-15,2026-12-17,Standard Shipping
67096,3843,2026-12-15,2026-12-15,Express Shipping
67097,3691,2026-12-15,2026-12-16,Standard Shipping
67098,4117,2026-12-15,2026-12-20,Free Shipping
67099,4437,2026-12-15,2026-12-16,Standard Shipping
67100,2110,2026-12-15,2026-12-18,Free Shipping
67101,5133,2026-12-15,2026-12-17,Standard Shipping
67102,2600,2026-12-15,2026-12-19,Free Shipping
